NDVI,NDWI,MSI,VV_dB,VH_dB,VV_VH_ratio,growth_fraction,crop_label,stage_label,stress_label,deficit_pct
0.827,0.446,0.997,-18.56,-12.39,1.498,0.358,Rice,Vegetative,Healthy,4.9
0.558,0.211,1.409,-19.73,-13.64,1.446,0.84,Maize,Maturity,Moderate Stress,41.9
0.788,0.255,1.29,-19.4,-13.15,1.475,0.615,Wheat,Heading/Flowering,Moderate Stress,33.5
0.757,0.22,1.398,-19.64,-13.44,1.461,0.717,Rice,Maturity,Moderate Stress,42.2
0.542,0.277,1.279,-19.05,-13.51,1.41,0.838,Wheat,Maturity,Moderate Stress,30.5
0.833,0.128,1.537,-19.82,-13.41,1.478,0.367,Rice,Vegetative,Severe Stress,56.9
0.588,0.433,0.959,-18.52,-12.85,1.441,0.167,Rice,Vegetative,Healthy,4.6
0.751,0.162,1.481,-19.93,-13.81,1.443,0.669,Wheat,Heading/Flowering,Severe Stress,52.6
0.602,0.408,1.051,-18.67,-12.84,1.454,0.175,Rice,Vegetative,Healthy,10.9
0.682,0.308,1.227,-18.93,-12.96,1.461,0.775,Rice,Maturity,Mild Stress,26.3
0.878,0.238,1.326,-19.54,-13.27,1.472,0.475,Rice,Heading/Flowering,Moderate Stress,36.6
0.865,0.374,1.068,-18.86,-12.81,1.472,0.575,Rice,Heading/Flowering,Healthy,14.4
0.854,0.218,1.355,-19.69,-13.31,1.479,0.4,Rice,Vegetative,Moderate Stress,40.7
0.12,0.318,1.16,-18.89,-14.07,1.343,1.0,Maize,Harvest,Mild Stress,22.9
0.541,0.24,1.324,-19.23,-13.73,1.401,0.858,Rice,Maturity,Moderate Stress,36.3
0.648,0.273,1.3,-19.38,-13.35,1.452,0.533,Pulses,Heading/Flowering,Moderate Stress,33.3
0.811,0.436,0.96,-18.35,-12.6,1.456,0.562,Wheat,Heading/Flowering,Healthy,5.0
0.473,0.321,1.219,-19.11,-13.59,1.406,0.892,Rice,Maturity,Mild Stress,26.2
0.65,0.123,1.515,-19.88,-13.74,1.447,0.5,Pulses,Heading/Flowering,Severe Stress,55.8
0.759,0.329,1.193,-18.93,-13.17,1.437,0.31,Maize,Vegetative,Mild Stress,23.2
0.502,0.166,1.462,-19.96,-14.03,1.423,0.13,Maize,Vegetative,Severe Stress,50.4
0.303,0.368,1.137,-18.8,-13.47,1.396,0.042,Rice,Sowing,Mild Stress,17.2
0.617,0.222,1.376,-19.72,-13.68,1.442,0.817,Rice,Maturity,Moderate Stress,42.3
0.279,0.365,1.088,-18.73,-13.66,1.371,0.038,Wheat,Sowing,Mild Stress,15.4
0.446,0.199,1.423,-19.7,-13.94,1.413,0.167,Pulses,Vegetative,Severe Stress,46.6
0.873,0.242,1.359,-19.35,-13.1,1.477,0.45,Rice,Heading/Flowering,Moderate Stress,38.3
0.418,0.276,1.269,-19.42,-13.81,1.406,0.856,Pulses,Maturity,Moderate Stress,32.2
0.792,0.302,1.193,-18.97,-12.93,1.467,0.317,Rice,Vegetative,Mild Stress,25.8
0.551,0.22,1.385,-19.67,-13.58,1.448,0.267,Pulses,Vegetative,Moderate Stress,39.9
0.12,0.187,1.459,-19.64,-14.43,1.361,1.0,Wheat,Harvest,Severe Stress,47.2
0.297,0.23,1.344,-19.44,-14.03,1.386,0.067,Pulses,Sowing,Moderate Stress,38.1
0.716,0.179,1.469,-19.86,-13.72,1.448,0.708,Wheat,Maturity,Severe Stress,47.3
0.757,0.408,1.029,-18.34,-12.77,1.436,0.662,Wheat,Heading/Flowering,Healthy,8.0
0.473,0.187,1.423,-19.77,-14.05,1.407,0.892,Rice,Maturity,Severe Stress,46.7
0.525,0.417,0.995,-18.55,-13.09,1.417,0.867,Rice,Maturity,Healthy,8.1
0.803,0.378,1.05,-18.62,-12.63,1.474,0.585,Wheat,Heading/Flowering,Healthy,12.1
0.825,0.29,1.284,-19.21,-13.14,1.462,0.4,Maize,Vegetative,Moderate Stress,30.9
0.319,0.202,1.439,-19.61,-14.31,1.37,0.05,Maize,Sowing,Severe Stress,45.2
0.763,0.366,1.083,-18.85,-12.83,1.469,0.654,Wheat,Heading/Flowering,Mild Stress,16.4
0.617,0.158,1.533,-20.01,-14.01,1.428,0.633,Pulses,Heading/Flowering,Severe Stress,53.7
0.171,0.292,1.254,-19.34,-13.87,1.394,0.989,Pulses,Harvest,Mild Stress,29.9
0.542,0.422,0.955,-18.3,-12.85,1.424,0.838,Wheat,Maturity,Healthy,4.7
0.834,0.42,1.017,-18.54,-12.6,1.471,0.42,Maize,Vegetative,Healthy,6.2
0.402,0.2,1.403,-19.5,-13.91,1.402,0.867,Pulses,Maturity,Moderate Stress,43.1
0.297,0.191,1.427,-19.6,-14.04,1.396,0.067,Pulses,Sowing,Moderate Stress,43.6
0.632,0.233,1.364,-19.32,-13.6,1.421,0.4,Pulses,Vegetative,Moderate Stress,38.4
0.649,0.276,1.275,-19.03,-13.36,1.424,0.522,Pulses,Heading/Flowering,Moderate Stress,30.8
0.708,0.149,1.474,-19.96,-13.52,1.476,0.285,Wheat,Vegetative,Severe Stress,50.9
0.395,0.376,1.076,-18.68,-13.12,1.424,0.075,Rice,Sowing,Healthy,14.2
0.731,0.219,1.375,-19.6,-13.26,1.478,0.308,Wheat,Vegetative,Moderate Stress,40.7
0.7,0.275,1.29,-19.25,-13.05,1.475,0.277,Wheat,Vegetative,Moderate Stress,31.8
0.508,0.463,0.965,-18.34,-12.68,1.446,0.125,Rice,Vegetative,Healthy,1.6
0.819,0.179,1.45,-19.5,-13.58,1.436,0.523,Wheat,Heading/Flowering,Severe Stress,46.5
0.462,0.125,1.538,-20.05,-14.14,1.418,0.89,Maize,Maturity,Severe Stress,55.0
0.443,0.39,1.05,-18.81,-13.07,1.439,0.892,Wheat,Maturity,Healthy,10.4
0.522,0.336,1.152,-19.0,-13.21,1.438,0.86,Maize,Maturity,Mild Stress,20.8
0.638,0.208,1.404,-19.7,-13.4,1.47,0.21,Maize,Vegetative,Moderate Stress,42.7
0.786,0.375,1.053,-18.75,-12.79,1.466,0.66,Maize,Heading/Flowering,Healthy,13.5
0.557,0.3,1.232,-19.19,-13.34,1.439,0.85,Rice,Maturity,Mild Stress,29.6
0.497,0.404,1.019,-18.34,-12.97,1.414,0.789,Pulses,Maturity,Healthy,7.8
0.585,0.266,1.282,-19.11,-13.42,1.424,0.689,Pulses,Heading/Flowering,Moderate Stress,31.5
0.674,0.113,1.548,-20.25,-13.95,1.452,0.254,Wheat,Vegetative,Severe Stress,58.3
0.575,0.137,1.483,-19.94,-14.01,1.423,0.17,Maize,Vegetative,Severe Stress,52.7
0.602,0.107,1.566,-20.03,-13.89,1.442,0.825,Rice,Maturity,Severe Stress,58.0
0.665,0.292,1.261,-19.36,-13.42,1.443,0.246,Wheat,Vegetative,Moderate Stress,31.1
0.839,0.12,1.548,-20.09,-13.42,1.497,0.375,Rice,Vegetative,Severe Stress,56.8
0.82,0.382,1.044,-18.58,-12.58,1.477,0.5,Wheat,Heading/Flowering,Healthy,11.8
0.638,0.259,1.292,-19.1,-13.15,1.452,0.79,Maize,Maturity,Moderate Stress,32.0
0.617,0.216,1.367,-19.49,-13.38,1.457,0.183,Rice,Vegetative,Moderate Stress,39.5
0.341,0.443,0.964,-18.62,-13.36,1.394,0.062,Wheat,Sowing,Healthy,4.9
0.558,0.389,1.079,-18.87,-12.97,1.455,0.84,Maize,Maturity,Healthy,12.6
0.204,0.157,1.523,-19.98,-14.45,1.383,0.985,Wheat,Harvest,Severe Stress,53.3
0.814,0.364,1.091,-18.76,-12.72,1.475,0.62,Maize,Heading/Flowering,Healthy,14.7
0.37,0.225,1.369,-19.69,-14.07,1.399,0.111,Pulses,Vegetative,Moderate Stress,41.3
0.577,0.331,1.14,-19.11,-13.29,1.438,0.3,Pulses,Vegetative,Mild Stress,20.4
0.346,0.102,1.58,-20.15,-14.49,1.391,0.94,Maize,Harvest,Severe Stress,59.3
0.786,0.25,1.317,-19.43,-13.33,1.458,0.66,Maize,Heading/Flowering,Moderate Stress,33.7
0.834,0.373,1.064,-18.87,-12.8,1.474,0.58,Maize,Heading/Flowering,Healthy,14.9
0.387,0.312,1.191,-19.11,-13.41,1.425,0.878,Pulses,Maturity,Mild Stress,25.1
0.705,0.202,1.401,-19.68,-13.53,1.455,0.74,Maize,Maturity,Moderate Stress,43.3
0.569,0.15,1.508,-19.77,-13.81,1.432,0.711,Pulses,Maturity,Severe Stress,52.7
0.56,0.296,1.218,-19.16,-13.47,1.422,0.722,Pulses,Maturity,Mild Stress,27.4
0.428,0.364,1.099,-18.66,-13.27,1.406,0.1,Wheat,Vegetative,Mild Stress,16.9
0.636,0.258,1.292,-19.35,-13.18,1.468,0.411,Pulses,Vegetative,Moderate Stress,32.2
0.346,0.329,1.167,-18.85,-13.37,1.41,0.94,Maize,Harvest,Mild Stress,21.9
0.788,0.336,1.155,-19.13,-12.94,1.478,0.385,Wheat,Vegetative,Mild Stress,21.8
0.497,0.364,1.121,-18.68,-13.28,1.407,0.789,Pulses,Maturity,Mild Stress,16.8
0.674,0.129,1.546,-19.9,-14.02,1.419,0.254,Wheat,Vegetative,Severe Stress,58.5
0.728,0.127,1.521,-20.05,-13.93,1.439,0.72,Maize,Maturity,Severe Stress,56.3
0.56,0.464,0.976,-18.21,-12.93,1.408,0.722,Pulses,Maturity,Healthy,2.4
0.541,0.315,1.233,-19.23,-13.19,1.458,0.744,Pulses,Maturity,Mild Stress,27.4
0.638,0.365,1.121,-18.71,-12.92,1.448,0.79,Maize,Maturity,Mild Stress,19.1
0.68,0.341,1.139,-18.86,-13.21,1.428,0.76,Maize,Maturity,Mild Stress,20.2
0.82,0.169,1.476,-19.95,-13.29,1.501,0.61,Maize,Heading/Flowering,Severe Stress,48.9
0.446,0.352,1.108,-18.83,-13.15,1.432,0.833,Pulses,Maturity,Mild Stress,18.5
0.341,0.381,1.091,-18.61,-13.53,1.375,0.938,Wheat,Harvest,Mild Stress,15.9
0.682,0.452,0.935,-18.44,-12.82,1.438,0.775,Rice,Maturity,Healthy,3.1
0.497,0.159,1.477,-19.79,-14.06,1.408,0.211,Pulses,Vegetative,Severe Stress,49.3
0.783,0.471,0.941,-18.3,-12.55,1.458,0.377,Wheat,Vegetative,Healthy,1.1
0.871,0.279,1.235,-19.26,-13.08,1.472,0.442,Rice,Vegetative,Moderate Stress,30.1
0.7,0.27,1.264,-19.06,-13.29,1.434,0.277,Wheat,Vegetative,Moderate Stress,31.1
0.531,0.339,1.183,-18.87,-13.37,1.411,0.756,Pulses,Maturity,Mild Stress,22.6
0.749,0.348,1.149,-19.07,-13.05,1.461,0.7,Maize,Maturity,Mild Stress,21.3
0.638,0.297,1.258,-18.98,-13.21,1.437,0.79,Maize,Maturity,Mild Stress,29.1
0.739,0.12,1.562,-20.16,-13.82,1.459,0.29,Maize,Vegetative,Severe Stress,56.5
0.727,0.223,1.386,-19.5,-13.47,1.448,0.742,Rice,Maturity,Moderate Stress,42.3
0.807,0.417,1.014,-18.46,-12.74,1.449,0.37,Maize,Vegetative,Healthy,7.3
0.65,0.126,1.562,-20.2,-13.95,1.448,0.5,Pulses,Heading/Flowering,Severe Stress,57.3
0.396,0.441,0.987,-18.29,-13.17,1.389,0.92,Maize,Harvest,Healthy,4.7
0.585,0.393,1.065,-18.85,-13.12,1.437,0.311,Pulses,Vegetative,Healthy,12.1
0.592,0.427,1.016,-18.32,-12.74,1.438,0.18,Maize,Vegetative,Healthy,6.6
0.813,0.227,1.365,-19.5,-13.15,1.483,0.446,Wheat,Vegetative,Moderate Stress,38.3
0.418,0.229,1.381,-19.39,-13.77,1.408,0.144,Pulses,Vegetative,Moderate Stress,40.9
0.871,0.224,1.333,-19.31,-13.18,1.465,0.442,Rice,Vegetative,Moderate Stress,39.2
0.631,0.123,1.556,-20.14,-13.81,1.458,0.808,Rice,Maturity,Severe Stress,57.8
0.816,0.282,1.274,-19.21,-12.98,1.48,0.462,Wheat,Heading/Flowering,Moderate Stress,32.1
0.873,0.145,1.531,-19.93,-13.38,1.49,0.45,Rice,Heading/Flowering,Severe Stress,52.9
0.569,0.409,1.041,-18.8,-13.05,1.441,0.711,Pulses,Maturity,Healthy,11.2
0.319,0.47,0.926,-18.51,-13.3,1.392,0.05,Maize,Sowing,Healthy,0.6
0.807,0.304,1.222,-19.3,-13.01,1.483,0.37,Maize,Vegetative,Mild Stress,27.3
0.435,0.279,1.267,-19.27,-13.43,1.435,0.908,Rice,Maturity,Moderate Stress,30.3
0.638,0.191,1.407,-19.43,-13.73,1.415,0.21,Maize,Vegetative,Moderate Stress,43.9
0.751,0.184,1.465,-19.54,-13.46,1.452,0.669,Wheat,Heading/Flowering,Severe Stress,47.4
0.814,0.147,1.495,-19.83,-13.43,1.477,0.658,Rice,Heading/Flowering,Severe Stress,51.4
0.483,0.314,1.21,-19.09,-13.49,1.415,0.12,Maize,Vegetative,Mild Stress,24.0
0.648,0.128,1.54,-19.94,-13.8,1.445,0.467,Pulses,Heading/Flowering,Severe Stress,56.1
0.627,0.112,1.553,-19.94,-13.95,1.429,0.389,Pulses,Vegetative,Severe Stress,57.2
0.819,0.224,1.377,-19.34,-13.39,1.444,0.515,Wheat,Heading/Flowering,Moderate Stress,39.2
0.377,0.34,1.127,-18.71,-13.4,1.396,0.923,Wheat,Harvest,Mild Stress,18.4
0.462,0.436,1.016,-18.32,-13.18,1.39,0.89,Maize,Maturity,Healthy,7.0
0.705,0.116,1.573,-20.11,-13.78,1.459,0.242,Rice,Vegetative,Severe Stress,57.4
0.846,0.204,1.369,-19.5,-13.25,1.472,0.54,Maize,Heading/Flowering,Moderate Stress,42.1
0.617,0.39,1.067,-18.71,-13.18,1.42,0.817,Rice,Maturity,Healthy,14.8
0.459,0.283,1.269,-19.11,-13.54,1.411,0.885,Wheat,Maturity,Moderate Stress,31.7
0.474,0.179,1.483,-19.93,-13.94,1.43,0.123,Wheat,Vegetative,Severe Stress,49.7
0.617,0.337,1.136,-18.99,-13.28,1.43,0.183,Rice,Vegetative,Mild Stress,19.7
0.694,0.245,1.323,-19.16,-13.43,1.427,0.767,Rice,Maturity,Moderate Stress,35.0
0.428,0.408,0.994,-18.47,-12.98,1.423,0.9,Wheat,Maturity,Healthy,7.9
0.229,0.177,1.468,-19.85,-14.3,1.388,0.967,Pulses,Harvest,Severe Stress,48.4
0.808,0.245,1.303,-19.25,-13.22,1.456,0.431,Wheat,Vegetative,Moderate Stress,34.7
0.474,0.137,1.545,-20.01,-14.27,1.402,0.123,Wheat,Vegetative,Severe Stress,56.1
0.808,0.322,1.205,-19.19,-13.08,1.467,0.569,Wheat,Heading/Flowering,Mild Stress,24.5
0.648,0.097,1.558,-20.18,-14.0,1.441,0.533,Pulses,Heading/Flowering,Severe Stress,59.6
0.646,0.439,0.968,-18.6,-12.65,1.47,0.544,Pulses,Heading/Flowering,Healthy,4.8
0.775,0.141,1.49,-19.87,-13.43,1.48,0.7,Rice,Maturity,Severe Stress,51.6
0.531,0.422,1.008,-18.33,-13.06,1.404,0.756,Pulses,Maturity,Healthy,7.6
0.799,0.308,1.22,-19.1,-12.82,1.49,0.592,Wheat,Heading/Flowering,Mild Stress,27.8
0.599,0.389,1.113,-18.67,-13.04,1.432,0.333,Pulses,Vegetative,Healthy,14.9
0.359,0.175,1.475,-19.84,-14.3,1.387,0.069,Wheat,Sowing,Severe Stress,48.6
0.819,0.383,1.056,-18.48,-12.66,1.46,0.477,Wheat,Heading/Flowering,Healthy,12.4
0.819,0.199,1.4,-19.49,-13.49,1.445,0.485,Wheat,Heading/Flowering,Moderate Stress,44.4
0.631,0.153,1.512,-19.88,-13.96,1.424,0.808,Rice,Maturity,Severe Stress,51.8
0.749,0.175,1.471,-19.76,-13.41,1.474,0.3,Maize,Vegetative,Severe Stress,48.9
0.759,0.37,1.121,-18.94,-12.79,1.481,0.31,Maize,Vegetative,Mild Stress,18.1
0.871,0.352,1.137,-18.72,-12.57,1.489,0.442,Rice,Vegetative,Mild Stress,18.0
0.8,0.206,1.385,-19.68,-13.43,1.465,0.675,Rice,Heading/Flowering,Moderate Stress,40.7
0.575,0.21,1.356,-19.44,-13.58,1.432,0.83,Maize,Maturity,Moderate Stress,40.3
0.636,0.421,1.043,-18.39,-12.68,1.45,0.589,Pulses,Heading/Flowering,Healthy,9.0
0.606,0.152,1.5,-19.75,-13.99,1.412,0.344,Pulses,Vegetative,Severe Stress,51.0
0.335,0.271,1.313,-19.28,-13.65,1.412,0.089,Pulses,Vegetative,Moderate Stress,33.7
0.862,0.392,1.108,-18.86,-12.58,1.499,0.417,Rice,Vegetative,Healthy,14.6
0.648,0.435,0.989,-18.51,-12.6,1.469,0.533,Pulses,Heading/Flowering,Healthy,5.5
0.85,0.226,1.355,-19.71,-13.12,1.502,0.49,Maize,Heading/Flowering,Moderate Stress,40.4
0.541,0.18,1.435,-19.67,-13.65,1.441,0.858,Rice,Maturity,Severe Stress,45.7
0.577,0.157,1.489,-19.85,-13.94,1.424,0.3,Pulses,Vegetative,Severe Stress,52.2
0.806,0.122,1.557,-20.19,-13.56,1.489,0.423,Wheat,Vegetative,Severe Stress,56.2
0.612,0.211,1.378,-19.58,-13.73,1.426,0.356,Pulses,Vegetative,Moderate Stress,41.7
0.858,0.361,1.115,-18.81,-12.87,1.462,0.592,Rice,Heading/Flowering,Mild Stress,19.3
0.825,0.38,1.113,-18.87,-12.8,1.474,0.4,Maize,Vegetative,Mild Stress,15.7
0.359,0.202,1.427,-19.83,-14.0,1.416,0.931,Wheat,Harvest,Severe Stress,45.7
0.848,0.46,0.954,-18.56,-12.57,1.477,0.53,Maize,Heading/Flowering,Healthy,2.7
0.819,0.264,1.302,-19.28,-13.0,1.483,0.515,Wheat,Heading/Flowering,Moderate Stress,33.2
0.623,0.394,1.05,-18.66,-13.12,1.422,0.2,Maize,Vegetative,Healthy,11.8
0.877,0.271,1.31,-19.27,-12.98,1.485,0.533,Rice,Heading/Flowering,Moderate Stress,33.0
0.316,0.209,1.433,-19.69,-14.26,1.381,0.922,Pulses,Harvest,Moderate Stress,44.4
0.653,0.429,1.017,-18.65,-12.77,1.46,0.22,Maize,Vegetative,Healthy,8.4
0.359,0.17,1.484,-19.79,-14.0,1.414,0.069,Wheat,Sowing,Severe Stress,50.3
0.204,0.325,1.18,-18.84,-13.93,1.352,0.015,Wheat,Sowing,Mild Stress,24.7
0.216,0.377,1.045,-18.51,-13.55,1.366,0.017,Rice,Sowing,Healthy,13.1
0.276,0.291,1.268,-19.33,-13.66,1.415,0.944,Pulses,Harvest,Mild Stress,29.3
0.279,0.275,1.259,-19.28,-13.96,1.381,0.038,Wheat,Sowing,Moderate Stress,31.8
0.172,0.164,1.455,-19.57,-14.22,1.376,0.992,Wheat,Harvest,Severe Stress,48.8
0.491,0.133,1.518,-19.82,-14.13,1.403,0.117,Rice,Vegetative,Severe Stress,55.1
0.846,0.365,1.112,-18.89,-12.8,1.476,0.46,Maize,Heading/Flowering,Mild Stress,16.0
0.606,0.272,1.321,-19.13,-13.35,1.433,0.656,Pulses,Heading/Flowering,Moderate Stress,33.9
0.359,0.425,0.974,-18.4,-13.11,1.404,0.069,Wheat,Sowing,Healthy,5.6
0.231,0.201,1.379,-19.48,-14.09,1.383,0.023,Wheat,Sowing,Moderate Stress,42.2
0.717,0.099,1.576,-19.93,-13.73,1.452,0.73,Maize,Maturity,Severe Stress,58.6
0.815,0.401,1.062,-18.68,-12.84,1.455,0.454,Wheat,Heading/Flowering,Healthy,12.7
0.627,0.457,0.932,-18.23,-12.79,1.425,0.389,Pulses,Vegetative,Healthy,2.8
0.768,0.133,1.561,-19.88,-13.57,1.465,0.354,Wheat,Vegetative,Severe Stress,55.7
0.631,0.156,1.487,-19.88,-13.58,1.464,0.808,Rice,Maturity,Severe Stress,49.2
0.638,0.251,1.293,-19.33,-13.36,1.447,0.21,Maize,Vegetative,Moderate Stress,33.8
0.85,0.191,1.427,-19.68,-13.18,1.493,0.5,Maize,Heading/Flowering,Severe Stress,45.3
0.172,0.188,1.438,-19.65,-14.44,1.361,0.992,Wheat,Harvest,Moderate Stress,44.7
0.454,0.424,0.995,-18.54,-13.2,1.405,0.9,Rice,Maturity,Healthy,4.6
0.648,0.444,0.959,-18.24,-12.64,1.443,0.467,Pulses,Heading/Flowering,Healthy,1.8
0.599,0.344,1.183,-19.11,-13.06,1.463,0.333,Pulses,Vegetative,Mild Stress,21.3
0.387,0.19,1.418,-19.77,-14.14,1.398,0.122,Pulses,Vegetative,Severe Stress,46.3
0.555,0.36,1.12,-18.83,-13.16,1.431,0.169,Wheat,Vegetative,Mild Stress,16.1
0.657,0.322,1.201,-19.07,-13.18,1.447,0.792,Rice,Maturity,Mild Stress,23.4
0.838,0.348,1.174,-18.95,-12.93,1.466,0.57,Maize,Heading/Flowering,Mild Stress,21.6
0.877,0.318,1.234,-19.2,-12.77,1.504,0.467,Rice,Heading/Flowering,Mild Stress,26.9
0.567,0.353,1.174,-18.79,-13.36,1.406,0.177,Wheat,Vegetative,Mild Stress,21.2
0.85,0.467,0.912,-18.49,-12.25,1.509,0.5,Maize,Heading/Flowering,Healthy,0.7
0.844,0.27,1.262,-19.44,-13.02,1.493,0.617,Rice,Heading/Flowering,Moderate Stress,31.3
0.82,0.36,1.114,-18.9,-12.73,1.485,0.39,Maize,Vegetative,Mild Stress,16.1
0.846,0.37,1.132,-19.0,-12.79,1.486,0.54,Maize,Heading/Flowering,Mild Stress,18.0
0.682,0.254,1.342,-19.44,-13.35,1.456,0.775,Rice,Maturity,Moderate Stress,37.5
0.692,0.357,1.135,-18.84,-12.95,1.455,0.269,Wheat,Vegetative,Mild Stress,18.3
0.649,0.319,1.215,-19.15,-13.4,1.429,0.478,Pulses,Heading/Flowering,Mild Stress,26.4
0.8,0.351,1.125,-19.04,-12.97,1.468,0.325,Rice,Vegetative,Mild Stress,19.2
0.667,0.107,1.586,-19.97,-13.8,1.447,0.23,Maize,Vegetative,Severe Stress,57.9
0.46,0.186,1.444,-19.69,-13.84,1.423,0.822,Pulses,Maturity,Severe Stress,46.9
0.649,0.437,1.007,-18.45,-12.87,1.434,0.522,Pulses,Heading/Flowering,Healthy,6.8
0.737,0.184,1.408,-19.64,-13.42,1.463,0.733,Rice,Maturity,Severe Stress,46.1
0.878,0.167,1.438,-19.75,-13.23,1.493,0.475,Rice,Heading/Flowering,Severe Stress,47.9
0.229,0.272,1.261,-19.11,-14.04,1.361,0.967,Pulses,Harvest,Mild Stress,30.0
0.694,0.306,1.206,-19.22,-12.92,1.488,0.767,Rice,Maturity,Mild Stress,25.4
0.446,0.319,1.182,-18.92,-13.38,1.414,0.833,Pulses,Maturity,Mild Stress,24.0
0.509,0.454,0.942,-18.35,-12.87,1.426,0.778,Pulses,Maturity,Healthy,2.2
0.624,0.2,1.422,-19.7,-13.79,1.429,0.215,Wheat,Vegetative,Severe Stress,46.1
0.614,0.128,1.557,-20.24,-13.97,1.449,0.792,Wheat,Maturity,Severe Stress,58.0
0.231,0.417,0.981,-18.53,-13.23,1.401,0.023,Wheat,Sowing,Healthy,5.9
0.879,0.341,1.194,-19.03,-12.86,1.48,0.483,Rice,Heading/Flowering,Mild Stress,22.4
0.839,0.112,1.559,-20.07,-13.51,1.486,0.375,Rice,Vegetative,Severe Stress,59.9
0.645,0.176,1.497,-19.86,-13.84,1.435,0.231,Wheat,Vegetative,Severe Stress,49.9
0.83,0.181,1.465,-19.53,-13.34,1.464,0.59,Maize,Heading/Flowering,Severe Stress,47.1
0.488,0.216,1.402,-19.7,-14.02,1.405,0.869,Wheat,Maturity,Moderate Stress,43.3
0.645,0.472,0.936,-18.51,-12.56,1.474,0.231,Wheat,Vegetative,Healthy,1.4
0.12,0.12,1.599,-20.05,-14.74,1.36,1.0,Rice,Harvest,Severe Stress,59.0
0.827,0.273,1.27,-19.33,-12.9,1.498,0.358,Rice,Vegetative,Moderate Stress,33.6
0.353,0.392,1.026,-18.78,-13.27,1.415,0.9,Pulses,Maturity,Healthy,11.1
0.792,0.302,1.214,-19.15,-13.05,1.467,0.392,Wheat,Vegetative,Mild Stress,27.0
0.682,0.351,1.089,-18.89,-13.06,1.446,0.225,Rice,Vegetative,Mild Stress,16.7
0.779,0.32,1.149,-18.83,-12.82,1.469,0.369,Wheat,Vegetative,Mild Stress,21.9
0.531,0.128,1.575,-20.1,-14.15,1.42,0.756,Pulses,Maturity,Severe Stress,58.0
0.432,0.418,1.001,-18.46,-13.13,1.406,0.844,Pulses,Maturity,Healthy,6.9
0.508,0.233,1.353,-19.37,-13.8,1.404,0.875,Rice,Maturity,Moderate Stress,40.4
0.692,0.355,1.118,-18.96,-12.8,1.481,0.269,Wheat,Vegetative,Mild Stress,18.8
0.462,0.406,1.008,-18.38,-12.97,1.417,0.89,Maize,Maturity,Healthy,8.5
0.627,0.408,1.023,-18.46,-12.92,1.429,0.611,Pulses,Heading/Flowering,Healthy,11.1
0.854,0.412,1.012,-18.78,-12.63,1.487,0.6,Rice,Heading/Flowering,Healthy,10.0
0.37,0.433,0.939,-18.26,-12.94,1.411,0.889,Pulses,Maturity,Healthy,3.2
0.657,0.175,1.449,-19.87,-13.67,1.454,0.208,Rice,Vegetative,Severe Stress,48.9
0.636,0.209,1.378,-19.7,-13.39,1.471,0.589,Pulses,Heading/Flowering,Moderate Stress,41.1
0.531,0.448,0.984,-18.63,-12.93,1.441,0.244,Pulses,Vegetative,Healthy,5.0
0.319,0.372,1.085,-18.76,-13.5,1.39,0.05,Maize,Sowing,Mild Stress,16.5
0.473,0.188,1.399,-19.82,-14.06,1.41,0.811,Pulses,Maturity,Moderate Stress,44.6
0.645,0.374,1.119,-18.67,-13.0,1.436,0.231,Wheat,Vegetative,Mild Stress,16.1
0.488,0.266,1.282,-19.13,-13.56,1.411,0.869,Wheat,Maturity,Moderate Stress,32.8
0.8,0.149,1.509,-19.92,-13.44,1.482,0.325,Rice,Vegetative,Severe Stress,52.5
0.488,0.166,1.482,-19.99,-14.09,1.419,0.869,Wheat,Maturity,Severe Stress,51.9
0.525,0.19,1.427,-19.56,-13.85,1.412,0.867,Rice,Maturity,Moderate Stress,44.3
0.531,0.233,1.322,-19.35,-13.44,1.44,0.244,Pulses,Vegetative,Moderate Stress,37.0
0.731,0.265,1.275,-19.19,-13.01,1.475,0.692,Wheat,Heading/Flowering,Moderate Stress,31.9
0.814,0.256,1.325,-19.37,-13.28,1.459,0.38,Maize,Vegetative,Moderate Stress,34.4
0.692,0.107,1.585,-19.9,-13.78,1.444,0.269,Wheat,Vegetative,Severe Stress,57.8
0.558,0.429,1.002,-18.46,-12.76,1.447,0.84,Maize,Maturity,Healthy,7.6
0.768,0.182,1.415,-19.53,-13.5,1.447,0.32,Maize,Vegetative,Severe Stress,45.7
0.608,0.313,1.179,-19.1,-13.23,1.444,0.81,Maize,Maturity,Mild Stress,24.9
0.603,0.277,1.287,-19.36,-13.48,1.436,0.8,Wheat,Maturity,Moderate Stress,30.9
0.83,0.13,1.576,-19.85,-13.59,1.461,0.59,Maize,Heading/Flowering,Severe Stress,57.0
0.411,0.238,1.321,-19.59,-13.87,1.412,0.908,Wheat,Maturity,Moderate Stress,38.1
0.585,0.126,1.558,-20.2,-13.97,1.446,0.311,Pulses,Vegetative,Severe Stress,58.1
0.807,0.341,1.169,-19.07,-12.74,1.497,0.37,Maize,Vegetative,Mild Stress,20.3
0.65,0.133,1.499,-19.71,-13.94,1.414,0.489,Pulses,Heading/Flowering,Severe Stress,53.6
0.229,0.424,0.993,-18.62,-13.46,1.383,0.033,Pulses,Sowing,Healthy,7.5
0.529,0.404,1.081,-18.59,-12.93,1.438,0.846,Wheat,Maturity,Healthy,12.1
